Part Number,GPN,Datasheets,PCB_Footprint,Symbol_Name,Distributor,Distributor_Part_Number,Mfr Part Number,Value,Mfr,Description,Part_Type,Number of Circuits,Output Type,Slew Rate,Gain Bandwidth Product,-3db Bandwidth,Current - Input Bias,Voltage - Input Offset,Current - Supply,Current - Output / Channel,"Voltage - Supply, Single/Dual (±)",Operating Temperature,Mounting Type,Package / Case,Supplier Device Package
AMP00405,AMP00405,http://www.ti.com/lit/ds/symlink/tlc2274.pdf,,,Digikey,296-1304-1-ND,TLC2272AIDR,TLC2272AIDR,Texas Instruments,IC OPAMP GP 2.25MHZ RRO 8SOIC,General Purpose,2,Rail-to-Rail,3.6 V/µs,2.25MHz,-,1pA,300µV,2.4mA,50mA,"4.4 V ~ 16 V, ±2.2 V ~ 8 V",-40°C ~ 125°C,Surface Mount,"""8-SOIC (0.154"""", 3.90mm Width)""",8-SOIC
AMP00406,AMP00406,http://www.ti.com/lit/ds/symlink/tlv2370.pdf,,,Digikey,296-11967-1-ND,TLV2374IDR,TLV2374IDR,Texas Instruments,IC OPAMP GP 3MHZ RRO 14SOIC,General Purpose,4,Rail-to-Rail,2.1 V/µs,3MHz,-,1pA,2mV,750µA,16mA,"2.7 V ~ 16 V, ±1.35 V ~ 8 V",-40°C ~ 125°C,Surface Mount,"""14-SOIC (0.154"""", 3.90mm Width)""",14-SOIC
AMP00407,AMP00407,http://www.ti.com/lit/ds/symlink/tlv2370.pdf,,,Digikey,296-11968-1-ND,TLV2374IPWR,TLV2374IPWR,Texas Instruments,IC OPAMP GP 3MHZ RRO 14TSSOP,General Purpose,4,Rail-to-Rail,2.1 V/µs,3MHz,-,1pA,2mV,750µA,16mA,"2.7 V ~ 16 V, ±1.35 V ~ 8 V",-40°C ~ 125°C,Surface Mount,"""14-TSSOP (0.173"""", 4.40mm Width)""",14-TSSOP
AMP00408,AMP00408,http://www.ti.com/lit/ds/symlink/opa330.pdf,,,Digikey,296-27746-1-ND,OPA330AIYFFR,OPA330AIYFFR,Texas Instruments,IC OPAMP CHOPPER 350KHZ 5DSBGA,Zero-Drift,1,Rail-to-Rail,0.16 V/µs,350kHz,-,200pA,8µV,21µA,5mA,"1.8 V ~ 5.5 V, ±0.9 V ~ 2.75 V",-40°C ~ 125°C,Surface Mount,"5-UFBGA, DSBGA",5-DSBGA
AMP00409,AMP00409,http://www.ti.com/lit/ds/symlink/lt1013.pdf,,,Digikey,296-12982-1-ND,LT1013DIDR,LT1013DIDR,Texas Instruments,IC OPAMP GP 1MHZ 8SOIC,General Purpose,2,-,0.4 V/µs,1MHz,-,15nA,200µV,350µA,-,"4 V ~ 44 V, ±2 V ~ 22 V",-40°C ~ 105°C,Surface Mount,"""8-SOIC (0.154"""", 3.90mm Width)""",8-SOIC
AMP00410,AMP00410,http://www.analog.com/media/en/technical-documentation/data-sheets/AD8646_8647_8648.pdf,,,Digikey,AD8646ARZ-REEL7CT-ND,AD8646ARZ-REEL7,AD8646ARZ-REEL7,Analog Devices Inc,IC OPAMP GP 24MHZ RRO 8SOIC,General Purpose,2,Rail-to-Rail,11 V/µs,24MHz,-,0.3pA,600µV,1.5mA,120mA,"2.7 V ~ 5.5 V, ±1.35 V ~ 2.5 V",-40°C ~ 125°C,Surface Mount,"""8-SOIC (0.154"""", 3.90mm Width)""",8-SOIC
AMP00411,AMP00411,http://www.ti.com/lit/ds/symlink/lmv831.pdf,,,Digikey,LMV831MGE/NOPBCT-ND,LMV831MGE/NOPB,LMV831MGE/NOPB,Texas Instruments,IC OPAMP GP 3.3MHZ SC70-5,General Purpose,1,-,2 V/µs,3.3MHz,-,0.1pA,250µV,250µA,66mA,2.7 V ~ 5.5 V,-40°C ~ 125°C,Surface Mount,"5-TSSOP, SC-70-5, SOT-353",SC-70-5
AMP00412,AMP00412,http://www.ti.com/lit/ds/symlink/opa171.pdf,,,Digikey,296-28052-1-ND,OPA171AIDBVT,OPA171AIDBVT,Texas Instruments,IC OPAMP GP 3MHZ RRO SOT23-5,General Purpose,1,Rail-to-Rail,1.5 V/µs,3MHz,-,8pA,250µV,475µA,35mA,"2.7 V ~ 36 V, ±1.35 V ~ 18 V",-40°C ~ 125°C,Surface Mount,"SC-74A, SOT-753",SOT-23-5
AMP00413,AMP00413,http://www.ti.com/lit/ds/symlink/opa170.pdf,,,Digikey,296-29496-1-ND,OPA170AIDBVT,OPA170AIDBVT,Texas Instruments,IC OPAMP GP 1.2MHZ RRO SOT23-5,General Purpose,1,Rail-to-Rail,0.4 V/µs,1.2MHz,-,8pA,250µV,110µA,20mA,"2.7 V ~ 36 V, ±1.35 V ~ 18 V",-40°C ~ 125°C,Surface Mount,"SC-74A, SOT-753",SOT-23-5
AMP00414,AMP00414,http://www.ti.com/lit/ds/symlink/tlv2470a.pdf,,,Digikey,296-7504-1-ND,TLV2471IDBVR,TLV2471IDBVR,Texas Instruments,IC OPAMP GP 2.8MHZ RRO SOT23-5,General Purpose,1,Rail-to-Rail,1.5 V/µs,2.8MHz,-,2.5pA,250µV,600µA,35mA,"2.7 V ~ 6 V, ±1.35 V ~ 3 V",-40°C ~ 125°C,Surface Mount,"SC-74A, SOT-753",SOT-23-5
AMP00415,AMP00415,http://www.ti.com/lit/ds/symlink/lmp7711.pdf,,,Digikey,LMP7711MK/NOPBCT-ND,LMP7711MK/NOPB,LMP7711MK/NOPB,Texas Instruments,IC OPAMP GP 17MHZ RRO 6SOT,General Purpose,1,Rail-to-Rail,11.5 V/µs,17MHz,-,0.1pA,10µV,1.15mA,66mA,1.8 V ~ 5.5 V,-40°C ~ 125°C,Surface Mount,"SOT-23-6 Thin, TSOT-23-6",6-SOT
AMP00416,AMP00416,http://www.ti.com/lit/ds/symlink/opa320.pdf,,,Digikey,296-29480-1-ND,OPA320AIDBVR,OPA320AIDBVR,Texas Instruments,IC OPAMP GP 20MHZ RRO SOT23-5,General Purpose,1,Rail-to-Rail,10 V/µs,20MHz,-,0.2pA,40µV,1.5mA,65mA,"1.8 V ~ 5.5 V, ±0.9 V ~ 2.75 V",-40°C ~ 125°C,Surface Mount,"SC-74A, SOT-753",SOT-23-5
AMP00417,AMP00417,http://www.ti.com/lit/ds/symlink/opa2379.pdf,,,Digikey,296-21236-1-ND,OPA4379AIPWR,OPA4379AIPWR,Texas Instruments,IC OPAMP GP 90KHZ RRO 14TSSOP,General Purpose,4,Rail-to-Rail,0.03 V/µs,90kHz,-,5pA,400µV,2.9µA,5mA,"1.8 V ~ 5.5 V, ±0.9 V ~ 2.75 V",-40°C ~ 125°C,Surface Mount,"""14-TSSOP (0.173"""", 4.40mm Width)""",14-TSSOP
AMP00418,AMP00418,http://www.ti.com/lit/ds/symlink/tlc080a.pdf,,,Digikey,296-7271-1-ND,TLC082IDR,TLC082IDR,Texas Instruments,IC OPAMP GP 10MHZ 8SOIC,General Purpose,2,-,19 V/µs,10MHz,-,2pA,390µV,1.9mA,57mA,"4.5 V ~ 16 V, ±2.25 V ~ 8 V",-40°C ~ 125°C,Surface Mount,"""8-SOIC (0.154"""", 3.90mm Width)""",8-SOIC
AMP00419,AMP00419,http://www.ti.com/lit/ds/symlink/tlc070a.pdf,,,Digikey,296-7231-1-ND,TLC072IDR,TLC072IDR,Texas Instruments,IC OPAMP GP 10MHZ 8SOIC,General Purpose,2,-,19 V/µs,10MHz,-,1.5pA,390µV,2.1mA,57mA,"4.5 V ~ 16 V, ±2.25 V ~ 8 V",-40°C ~ 125°C,Surface Mount,"""8-SOIC (0.154"""", 3.90mm Width)""",8-SOIC
AMP00420,AMP00420,http://www.ti.com/lit/ds/symlink/tlv2770a.pdf,,,Digikey,296-1347-1-ND,TLV2771IDBVR,TLV2771IDBVR,Texas Instruments,IC OPAMP GP 5.1MHZ RRO SOT23-5,General Purpose,1,Rail-to-Rail,10.5 V/µs,5.1MHz,-,2pA,500µV,1mA,50mA,"2.5 V ~ 5.5 V, ±1.25 V ~ 2.75 V",-40°C ~ 125°C,Surface Mount,"SC-74A, SOT-753",SOT-23-5
AMP00421,AMP00421,http://www.ti.com/lit/ds/symlink/lm7321.pdf,,,Digikey,LM7321MF/NOPBCT-ND,LM7321MF/NOPB,LM7321MF/NOPB,Texas Instruments,IC OPAMP GP 20MHZ RRO SOT23-5,General Purpose,1,Rail-to-Rail,18 V/µs,20MHz,-,1.1µA,700µV,1.1mA,100mA,"2.5 V ~ 32 V, ±1.25 V ~ 16 V",-40°C ~ 125°C,Surface Mount,"SC-74A, SOT-753",SOT-23-5
AMP00422,AMP00422,http://www.analog.com/media/en/technical-documentation/data-sheets/AD8531_8532_8534.pdf,,,Digikey,AD8531ARZ-REELCT-ND,AD8531ARZ-REEL,AD8531ARZ-REEL,Analog Devices Inc,IC OPAMP GP 3MHZ RRO 8SOIC,General Purpose,1,Rail-to-Rail,5 V/µs,3MHz,-,5pA,25mV,750µA,250mA,"2.7 V ~ 6 V, ±1.35 V ~ 3 V",-40°C ~ 85°C,Surface Mount,"""8-SOIC (0.154"""", 3.90mm Width)""",8-SOIC
AMP00423,AMP00423,http://www.ti.com/lit/ds/symlink/tl971.pdf,,,Digikey,296-21861-1-ND,TL974IPWR,TL974IPWR,Texas Instruments,IC OPAMP GP 12MHZ RRO 14TSSOP,General Purpose,4,Rail-to-Rail,5 V/µs,12MHz,-,200nA,1mV,2mA,80mA,"2.7 V ~ 12 V, ±1.35 V ~ 6 V",-40°C ~ 125°C,Surface Mount,"""14-TSSOP (0.173"""", 4.40mm Width)""",14-TSSOP
AMP00424,AMP00424,http://www.ti.com/lit/ds/symlink/lm7301.pdf,,,Digikey,LM7301IM5/NOPBCT-ND,LM7301IM5/NOPB,LM7301IM5/NOPB,Texas Instruments,IC OPAMP GP 4MHZ RRO SOT23-5,General Purpose,1,Rail-to-Rail,1.25 V/µs,4MHz,-,103nA,40µV,720µA,11.7mA,"1.8 V ~ 32 V, ±0.9 V ~ 16 V",-40°C ~ 85°C,Surface Mount,"SC-74A, SOT-753",SOT-23-5
AMP00425,AMP00425,http://www.ti.com/lit/ds/symlink/lm7301.pdf,,,Digikey,LM7301IMX/NOPBCT-ND,LM7301IMX/NOPB,LM7301IMX/NOPB,Texas Instruments,IC OPAMP GP 4MHZ RRO 8SOIC,General Purpose,1,Rail-to-Rail,1.25 V/µs,4MHz,-,103nA,40µV,720µA,11.7mA,"1.8 V ~ 32 V, ±0.9 V ~ 16 V",-40°C ~ 85°C,Surface Mount,"""8-SOIC (0.154"""", 3.90mm Width)""",8-SOIC
AMP00426,AMP00426,http://www.ti.com/lit/ds/symlink/lmc6482.pdf,,,Digikey,LMC6482IMMCT-ND,LMC6482IMM,LMC6482IMM,Texas Instruments,IC OPAMP GP 1.5MHZ RRO 8VSSOP,General Purpose,2,Rail-to-Rail,1.3 V/µs,1.5MHz,-,0.02pA,110µV,1.3mA,30mA,"3 V ~ 15.5 V, ±1.5 V ~ 7.75 V",-40°C ~ 85°C,Surface Mount,"""8-TSSOP, 8-MSOP (0.118"""", 3.00mm Width)""",8-VSSOP
AMP00427,AMP00427,http://www.ti.com/lit/ds/symlink/lm158-n.pdf,,,Digikey,LM2904MX/NOPBCT-ND,LM2904MX/NOPB,LM2904MX/NOPB,Texas Instruments,IC OPAMP GP 1MHZ 8SOIC,General Purpose,2,-,0.1 V/µs,1MHz,-,45nA,2mV,1mA,40mA,"3 V ~ 26 V, ±1.5 V ~ 13 V",-40°C ~ 85°C,Surface Mount,"""8-SOIC (0.154"""", 3.90mm Width)""",8-SOIC
AMP00428,AMP00428,http://www.ti.com/lit/ds/symlink/lmp8640.pdf,,,Digikey,LMP8640MK-F/NOPBCT-ND,LMP8640MK-F/NOPB,LMP8640MK-F/NOPB,Texas Instruments,IC OPAMP CURR SENSE 6SOT,Current Sense,1,-,1.8 V/µs,450kHz,-,13µA,900µV,2.3mA,-,2.7 V ~ 12 V,-40°C ~ 125°C,Surface Mount,"SOT-23-6 Thin, TSOT-23-6",6-SOT
AMP00429,AMP00429,http://www.ti.com/lit/ds/symlink/lmp8640.pdf,,,Digikey,LMP8640MK-T/NOPBCT-ND,LMP8640MK-T/NOPB,LMP8640MK-T/NOPB,Texas Instruments,IC OPAMP CURR SENSE 6SOT,Current Sense,1,-,1.8 V/µs,950kHz,-,13µA,900µV,2.3mA,-,2.7 V ~ 12 V,-40°C ~ 125°C,Surface Mount,"SOT-23-6 Thin, TSOT-23-6",6-SOT
AMP00430,AMP00430,http://www.ti.com/lit/ds/symlink/tlc2274.pdf,,,Digikey,296-26739-1-ND,TLC2274IDR,TLC2274IDR,Texas Instruments,IC OPAMP GP 2.25MHZ RRO 14SOIC,General Purpose,4,Rail-to-Rail,3.6 V/µs,2.25MHz,-,1pA,300µV,4.8mA,50mA,"4.4 V ~ 16 V, ±2.2 V ~ 8 V",-40°C ~ 125°C,Surface Mount,"""14-SOIC (0.154"""", 3.90mm Width)""",14-SOIC
AMP00431,AMP00431,http://www.ti.com/lit/ds/symlink/tlc2274.pdf,,,Digikey,296-26737-1-ND,TLC2274AIDR,TLC2274AIDR,Texas Instruments,IC OPAMP GP 2.25MHZ RRO 14SOIC,General Purpose,4,Rail-to-Rail,3.6 V/µs,2.25MHz,-,1pA,300µV,4.8mA,50mA,"4.4 V ~ 16 V, ±2.2 V ~ 8 V",-40°C ~ 125°C,Surface Mount,"""14-SOIC (0.154"""", 3.90mm Width)""",14-SOIC
AMP00432,AMP00432,http://www.ti.com/lit/ds/symlink/lm158-n.pdf,,,Digikey,LM2904MNS/NOPB-ND,LM2904M/NOPB,LM2904M/NOPB,Texas Instruments,IC OPAMP GP 1MHZ 8SOIC,General Purpose,2,-,0.1 V/µs,1MHz,-,45nA,2mV,1mA,40mA,"3 V ~ 26 V, ±1.5 V ~ 13 V",-40°C ~ 85°C,Surface Mount,"""8-SOIC (0.154"""", 3.90mm Width)""",8-SOIC
AMP00433,AMP00433,http://www.ti.com/lit/ds/symlink/tlv2470a.pdf,,,Digikey,296-7497-1-ND,TLV2470IDBVR,TLV2470IDBVR,Texas Instruments,IC OPAMP GP 2.8MHZ RRO SOT23-6,General Purpose,1,Rail-to-Rail,1.5 V/µs,2.8MHz,-,2.5pA,250µV,600µA,35mA,"2.7 V ~ 6 V, ±1.35 V ~ 3 V",-40°C ~ 125°C,Surface Mount,SOT-23-6,SOT-23-6
AMP00434,AMP00434,http://www.ti.com/lit/ds/symlink/lm7341.pdf,,,Digikey,LM7341MF/NOPBCT-ND,LM7341MF/NOPB,LM7341MF/NOPB,Texas Instruments,IC OPAMP GP 4.6MHZ RRO SOT23-5,General Purpose,1,Rail-to-Rail,1.9 V/µs,4.6MHz,-,110nA,200µV,700µA,13mA,"2.5 V ~ 32 V, ±1.25 V ~ 16 V",-40°C ~ 125°C,Surface Mount,"SC-74A, SOT-753",SOT-23-5
AMP00435,AMP00435,http://www.ti.com/lit/ds/symlink/lmc6442.pdf,,,Digikey,296-35443-1-ND,LMC6442IMX/NOPB,LMC6442IMX/NOPB,Texas Instruments,IC OPAMP GP 10.5KHZ RRO 8SOIC,General Purpose,2,Rail-to-Rail,0.0041 V/µs,10.5kHz,-,0.005pA,1.5mV,1.9µA,2.1mA,"1.8 V ~ 11 V, ±0.9 V ~ 5.5 V",-40°C ~ 85°C,Surface Mount,"""8-SOIC (0.154"""", 3.90mm Width)""",8-SOIC
AMP00436,AMP00436,http://www.ti.com/lit/ds/symlink/lmv851.pdf,,,Digikey,LMV852MM/NOPBCT-ND,LMV852MM/NOPB,LMV852MM/NOPB,Texas Instruments,IC OPAMP GP 8MHZ RRO 8VSSOP,General Purpose,2,Rail-to-Rail,4.5 V/µs,8MHz,-,0.1pA,260µV,820µA,65mA,"2.7 V ~ 5.5 V, ±1.35 V ~ 2.75 V",-40°C ~ 125°C,Surface Mount,"""8-TSSOP, 8-MSOP (0.118"""", 3.00mm Width)""",8-VSSOP
AMP00437,AMP00437,http://www.ti.com/lit/ds/symlink/opa170.pdf,,,Digikey,296-29664-1-ND,OPA4170AIDR,OPA4170AIDR,Texas Instruments,IC OPAMP GP 1.2MHZ RRO 14SOIC,General Purpose,4,Rail-to-Rail,0.4 V/µs,1.2MHz,-,8pA,250µV,110µA,20mA,"2.7 V ~ 36 V, ±1.35 V ~ 18 V",-40°C ~ 125°C,Surface Mount,"""14-SOIC (0.154"""", 3.90mm Width)""",14-SOIC
AMP00438,AMP00438,http://www.ti.com/lit/ds/symlink/lmp8601.pdf,,,Digikey,296-35346-1-ND,LMP8601MAX/NOPB,LMP8601MAX/NOPB,Texas Instruments,IC OPAMP CURR SENSE 60KHZ 8SOIC,Current Sense,1,-,0.83 V/µs,60kHz,-,0.04pA,150µV,1.1mA,48mA,3 V ~ 5.5 V,-40°C ~ 125°C,Surface Mount,"""8-SOIC (0.154"""", 3.90mm Width)""",8-SOIC
AMP00439,AMP00439,http://www.ti.com/lit/ds/symlink/opa4171.pdf,,,Digikey,296-29651-1-ND,OPA4171AIPWR,OPA4171AIPWR,Texas Instruments,IC OPAMP GP 3MHZ RRO 14TSSOP,General Purpose,4,Rail-to-Rail,1.5 V/µs,3MHz,-,8pA,250µV,475µA,35mA,"2.7 V ~ 36 V, ±1.35 V ~ 18 V",-40°C ~ 125°C,Surface Mount,"""14-TSSOP (0.173"""", 4.40mm Width)""",14-TSSOP
AMP00440,AMP00440,http://www.ti.com/lit/ds/symlink/opa4171.pdf,,,Digikey,296-29037-1-ND,OPA4171AIDR,OPA4171AIDR,Texas Instruments,IC OPAMP GP 3MHZ RRO 14SOIC,General Purpose,4,Rail-to-Rail,1.5 V/µs,3MHz,-,8pA,250µV,475µA,35mA,"2.7 V ~ 36 V, ±1.35 V ~ 18 V",-40°C ~ 125°C,Surface Mount,"""14-SOIC (0.154"""", 3.90mm Width)""",14-SOIC
AMP00441,AMP00441,http://www.ti.com/lit/ds/symlink/lmv771.pdf,,,Digikey,LMV774MTX/NOPBCT-ND,LMV774MTX/NOPB,LMV774MTX/NOPB,Texas Instruments,IC OPAMP GP 3.5MHZ RRO 14TSSOP,General Purpose,4,Rail-to-Rail,1.4 V/µs,3.5MHz,-,0.23pA,250µV,600µA,75mA,2.7 V ~ 5.5 V,-40°C ~ 125°C,Surface Mount,"""14-TSSOP (0.173"""", 4.40mm Width)""",14-TSSOP
AMP00442,AMP00442,http://www.ti.com/lit/ds/symlink/lmc6484.pdf,,,Digikey,LMC6484IMX/NOPBCT-ND,LMC6484IMX/NOPB,LMC6484IMX/NOPB,Texas Instruments,IC OPAMP GP 1.5MHZ RRO 14SOIC,General Purpose,4,Rail-to-Rail,1.3 V/µs,1.5MHz,-,0.02pA,110µV,2.6mA,30mA,"3 V ~ 15.5 V, ±1.5 V ~ 7.75 V",-40°C ~ 85°C,Surface Mount,"""14-SOIC (0.154"""", 3.90mm Width)""",14-SOICN
AMP00443,AMP00443,http://www.ti.com/lit/ds/symlink/lpv521.pdf,,,Digikey,LPV521MGE/NOPBCT-ND,LPV521MGE/NOPB,LPV521MGE/NOPB,Texas Instruments,IC OPAMP GP 6.2KHZ SC70-5,General Purpose,1,-,0.0027 V/µs,6.2kHz,-,0.04pA,100µV,475nA,23mA,1.6 V ~ 5.5 V,-40°C ~ 125°C,Surface Mount,"5-TSSOP, SC-70-5, SOT-353",SC-70-5
AMP00444,AMP00444,http://www.ti.com/lit/ds/symlink/tlv2381.pdf,,,Digikey,296-12226-1-ND,TLV2382IDR,TLV2382IDR,Texas Instruments,IC OPAMP GP 160KHZ RRO 8SOIC,General Purpose,2,Rail-to-Rail,0.06 V/µs,160kHz,-,1pA,500µV,7µA,400µA,"2.7 V ~ 16 V, ±1.35 V ~ 8 V",-40°C ~ 125°C,Surface Mount,"""8-SOIC (0.154"""", 3.90mm Width)""",8-SOIC
AMP00445,AMP00445,http://www.ti.com/lit/ds/symlink/tlc2252a.pdf,,,Digikey,296-26731-1-ND,TLC2254AIDR,TLC2254AIDR,Texas Instruments,IC OPAMP GP 210KHZ RRO 14SOIC,General Purpose,4,Rail-to-Rail,0.12 V/µs,210kHz,-,1pA,200µV,160µA,50mA,"4.4 V ~ 16 V, ±2.2 V ~ 8 V",-40°C ~ 125°C,Surface Mount,"""14-SOIC (0.154"""", 3.90mm Width)""",14-SOIC
AMP00446,AMP00446,http://www.ti.com/lit/ds/symlink/tlc2252a.pdf,,,Digikey,296-7085-1-ND,TLC2254AIPWR,TLC2254AIPWR,Texas Instruments,IC OPAMP GP 210KHZ RRO 14TSSOP,General Purpose,4,Rail-to-Rail,0.12 V/µs,210kHz,-,1pA,200µV,160µA,50mA,"4.4 V ~ 16 V, ±2.2 V ~ 8 V",-40°C ~ 125°C,Surface Mount,"""14-TSSOP (0.173"""", 4.40mm Width)""",14-TSSOP
AMP00447,AMP00447,http://www.ti.com/lit/ds/symlink/tlc2262a.pdf,,,Digikey,296-13504-1-ND,TLC2264AIPWR,TLC2264AIPWR,Texas Instruments,IC OPAMP GP 730KHZ RRO 14TSSOP,General Purpose,4,Rail-to-Rail,0.55 V/µs,730kHz,-,1pA,300µV,850µA,50mA,"4.4 V ~ 16 V, ±2.2 V ~ 8 V",-40°C ~ 125°C,Surface Mount,"""14-TSSOP (0.173"""", 4.40mm Width)""",14-TSSOP
AMP00448,AMP00448,http://www.ti.com/lit/ds/symlink/lmc6081.pdf,,,Digikey,296-35439-1-ND,LMC6081AIMX/NOPB,LMC6081AIMX/NOPB,Texas Instruments,IC OPAMP GP 1.3MHZ RRO 8SOIC,General Purpose,1,Rail-to-Rail,1.5 V/µs,1.3MHz,-,0.01pA,150µV,550µA,34mA,"4.5 V ~ 15.5 V, ±2.25 V ~ 7.75 V",-40°C ~ 85°C,Surface Mount,"""8-SOIC (0.154"""", 3.90mm Width)""",8-SOIC
AMP00449,AMP00449,http://www.ti.com/lit/ds/symlink/opa344.pdf,,,Digikey,OPA344NACT-ND,OPA344NA/250,OPA344NA/250,Texas Instruments,IC OPAMP GP 1MHZ RRO SOT23-5,General Purpose,1,Rail-to-Rail,0.8 V/µs,1MHz,-,0.2pA,200µV,150µA,15mA,2.5 V ~ 5.5 V,-40°C ~ 85°C,Surface Mount,"SC-74A, SOT-753",SOT-23-5
AMP00450,AMP00450,http://www.ti.com/lit/ds/symlink/opa171.pdf,,,Digikey,296-28198-1-ND,OPA171AIDRLT,OPA171AIDRLT,Texas Instruments,IC OPAMP GP 3MHZ RRO SOT5,General Purpose,1,Rail-to-Rail,1.5 V/µs,3MHz,-,8pA,250µV,475µA,35mA,"2.7 V ~ 36 V, ±1.35 V ~ 18 V",-40°C ~ 125°C,Surface Mount,SOT-553,5-SOT
AMP00451,AMP00451,http://www.ti.com/lit/ds/symlink/lmp7701.pdf,,,Digikey,LMP7701MF/NOPBCT-ND,LMP7701MF/NOPB,LMP7701MF/NOPB,Texas Instruments,IC OPAMP GP 2.5MHZ RRO SOT23-5,General Purpose,1,Rail-to-Rail,1.1 V/µs,2.5MHz,-,0.2pA,37µV,790µA,86mA,"2.7 V ~ 12 V, ±1.35 V ~ 6 V",-40°C ~ 125°C,Surface Mount,"SC-74A, SOT-753",SOT-23-5
AMP00452,AMP00452,http://www.ti.com/lit/ds/symlink/lmp2231.pdf,,,Digikey,LMP2231AMF/NOPBCT-ND,LMP2231AMF/NOPB,LMP2231AMF/NOPB,Texas Instruments,IC OPAMP GP 130KHZ RRO SOT23-5,General Purpose,1,Rail-to-Rail,0.058 V/µs,130kHz,-,0.02pA,10µV,10µA,30mA,1.6 V ~ 5.5 V,-40°C ~ 125°C,Surface Mount,"SC-74A, SOT-753",SOT-23-5
AMP00453,AMP00453,http://www.analog.com/media/en/technical-documentation/data-sheets/ADA4665-2.pdf,,,Digikey,ADA4665-2ARZ-R7CT-ND,ADA4665-2ARZ-R7,ADA4665-2ARZ-R7,Analog Devices Inc,IC OPAMP GP 1.2MHZ RRO 8SOIC,General Purpose,2,Rail-to-Rail,1 V/µs,1.2MHz,-,0.1pA,1mV,290µA,30mA,"5 V ~ 16 V, ±2.5 V ~ 8 V",-40°C ~ 125°C,Surface Mount,"""8-SOIC (0.154"""", 3.90mm Width)""",8-SOIC
AMP00454,AMP00454,http://www.ti.com/lit/ds/symlink/opa2376.pdf,,,Digikey,296-22630-1-ND,OPA2376AIDGKR,OPA2376AIDGKR,Texas Instruments,IC OPAMP GP 5.5MHZ RRO 8VSSOP,General Purpose,2,Rail-to-Rail,2 V/µs,5.5MHz,-,0.2pA,5µV,760µA,50mA,"2.2 V ~ 5.5 V, ±1.1 V ~ 2.75 V",-40°C ~ 125°C,Surface Mount,"""8-TSSOP, 8-MSOP (0.118"""", 3.00mm Width)""",8-VSSOP
AMP00455,AMP00455,http://www.ti.com/lit/ds/symlink/opa2376.pdf,,,Digikey,296-22564-1-ND,OPA2376AIDR,OPA2376AIDR,Texas Instruments,IC OPAMP GP 5.5MHZ RRO 8SOIC,General Purpose,2,Rail-to-Rail,2 V/µs,5.5MHz,-,0.2pA,5µV,760µA,50mA,"2.2 V ~ 5.5 V, ±1.1 V ~ 2.75 V",-40°C ~ 125°C,Surface Mount,"""8-SOIC (0.154"""", 3.90mm Width)""",8-SOIC
AMP00456,AMP00456,http://www.ti.com/lit/ds/symlink/opa365.pdf,,,Digikey,296-31704-1-ND,OPA2365AIDR,OPA2365AIDR,Texas Instruments,IC OPAMP GP 50MHZ RRO 8SOIC,General Purpose,2,Rail-to-Rail,25 V/µs,50MHz,-,0.2pA,100µV,4.6mA,65mA,"2.2 V ~ 5.5 V, ±1.1 V ~ 2.25 V",-40°C ~ 125°C,Surface Mount,"""8-SOIC (0.154"""", 3.90mm Width)""",8-SOIC
AMP00457,AMP00457,http://www.ti.com/lit/ds/symlink/opa333.pdf,,,Digikey,296-19547-1-ND,OPA333AIDCKR,OPA333AIDCKR,Texas Instruments,IC OPAMP CHOPPER 350KHZ SC70-5,Zero-Drift,1,Rail-to-Rail,0.16 V/µs,350kHz,-,70pA,2µV,17µA,5mA,"1.8 V ~ 5.5 V, ±0.9 V ~ 2.75 V",-40°C ~ 125°C,Surface Mount,"5-TSSOP, SC-70-5, SOT-353",SC-70-5
AMP00458,AMP00458,http://www.ti.com/lit/ds/symlink/tlv4110.pdf,,,Digikey,296-10718-1-ND,TLV4112IDGNR,TLV4112IDGNR,Texas Instruments,IC OPAMP GP 2.7MHZ RRO 8MSOP,General Purpose,2,Rail-to-Rail,1.57 V/µs,2.7MHz,-,0.3pA,175µV,700µA,320mA,2.5 V ~ 6 V,-40°C ~ 125°C,Surface Mount,"""8-TSSOP, 8-MSOP (0.118"""", 3.00mm Width) Exposed Pad""",8-MSOP-PowerPad
AMP00459,AMP00459,http://www.ti.com/lit/ds/symlink/opa333.pdf,,,Digikey,296-26269-1-ND,OPA333AIDBVR,OPA333AIDBVR,Texas Instruments,IC OPAMP CHOPPER 350KHZ SOT23-5,Zero-Drift,1,Rail-to-Rail,0.16 V/µs,350kHz,-,70pA,2µV,17µA,5mA,"1.8 V ~ 5.5 V, ±0.9 V ~ 2.75 V",-40°C ~ 125°C,Surface Mount,"SC-74A, SOT-753",SOT-23-5
AMP00460,AMP00460,http://www.ti.com/lit/ds/symlink/lm8261.pdf,,,Digikey,LM8261M5/NOPBCT-ND,LM8261M5/NOPB,LM8261M5/NOPB,Texas Instruments,IC OPAMP GP 24MHZ RRO SOT23-5,General Purpose,1,Rail-to-Rail,15 V/µs,24MHz,-,1.05µA,700µV,1.3mA,100mA,"2.5 V ~ 30 V, ±1.25 V ~ 15 V",-40°C ~ 85°C,Surface Mount,"SC-74A, SOT-753",SOT-23-5
